DebtPrice_Id,Trading_Date,Exchange_Code,Segment_Code,Local_Code,ISIN,Issuer_Name,Security_Name,Bond_Type,Issue_Date,Maturity_Date,No_Of_Trades,Traded_Qty,Traded_Value,Open,High,Low,Close,Weighted_Avg_Price,WYTM,TT_Status,Trade_Type,Issue_Type,FaceValuePrice,Settlement_Type,Residual_Maturity_Date,Residual_Maturity_Derived_From,Clean_Dirty_Indicator,Dirty_Price
2315987,21/11/2023,INRBI,RBI,BIS 5274872,IN002023Y086,India,ZC TBILL REDEEM 23/11/2023 INR 100 - 182 Days,TBILL,25/05/2023,23/11/2023,1,0,5,0,99.9816,99.9816,99.9816,99.9816,6.7,Y,,Government,100,     ,23/11/2023,Maturity Date                 ,C,0
2315988,21/11/2023,INRBI,RBI,BIS 5275621,IN002023Y110,India,ZC TBILL REDEEM 14/12/2023 INR 100 - 182 Days,TBILL,15/06/2023,14/12/2023,1,0,5,0,99.593,99.593,99.593,99.593,6.78,Y,,Government,100,     ,14/12/2023,Maturity Date                 ,C,0
2315989,21/11/2023,INNSE,NSERFQ,GSCG20337.26%,IN0020220151,India,7.26% BD REDEEM 06/02/2033 INR 100,BD,06/02/2023,06/02/2033,1,0,0.1,0,0,0,100.0507,100.0507,7.25,Y,,Government,100,     ,06/02/2033,Maturity Date                 ,C,0
2315990,21/11/2023,INNSE,NSERFQ,TB364D301123,IN002022Z358,India,ZC TBILL REDEEM 30/11/2023 INR 100 - 364 Days,TBILL,01/12/2022,30/11/2023,1,0,0.01,0,0,0,99.8468,99.8468,7,Y,,Government,100,     ,30/11/2023,Maturity Date                 ,C,0
2315991,21/11/2023,INNSE,NSERFQ,TB91D010224,IN002023X328,India,ZC TBILL REDEEM 01/02/2024 INR 100 - 91 Days,TBILL,02/11/2023,01/02/2024,1,0,0.04,0,0,0,98.6661,98.6661,6.95,Y,,Government,100,     ,01/02/2024,Maturity Date                 ,C,0
2315992,21/11/2023,INNSE,NSERFQ,TB182D71223,IN002023Y102,India,ZC TBILL REDEEM 07/12/2023 INR 100 - 182 Days,TBILL,08/06/2023,07/12/2023,1,0,0.02,0,0,0,99.7132,99.7132,7,Y,,Government,100,     ,07/12/2023,Maturity Date                 ,C,0
2315993,21/11/2023,INNSE,NSERFQ,TB182D180124,IN002023Y169,India,ZC TBILL REDEEM 18/01/2024 INR 100 - 182 Days,TBILL,20/07/2023,18/01/2024,1,0,0,0,0,0,98.911,98.911,7.05,Y,,Government,100,     ,18/01/2024,Maturity Date                 ,C,0
2315994,21/11/2023,INNSE,NSERFQ,TB182D290324,IN002023Y276,India,ZC TBILL REDEEM 29/03/2024 INR 100 - 182 Days,TBILL,29/09/2023,29/03/2024,1,0,0.04,0,0,0,97.6207,97.6207,6.95,Y,,Government,100,     ,29/03/2024,Maturity Date                 ,C,0
2315995,21/11/2023,INNSE,NSERFQ,TB182D040424,IN002023Y284,India,ZC TBILL REDEEM 04/04/2024 INR 100 - 182 Days,TBILL,05/10/2023,04/04/2024,1,0,0.02,0,0,0,97.4771,97.4771,7.05,Y,,Government,100,     ,04/04/2024,Maturity Date                 ,C,0
2315996,21/11/2023,INNSE,NSERFQ,TB364D200624,IN002023Z133,India,ZC TBILL REDEEM 20/06/2024 INR 100 - 364 Days,TBILL,22/06/2023,20/06/2024,1,0,0,0,0,0,96.0308,96.0308,7.15,Y,,Government,100,     ,20/06/2024,Maturity Date                 ,C,0
2315997,21/11/2023,INNSE,NSERFQ,TB364D101024,IN002023Z307,India,ZC TBILL REDEEM 10/10/2024 INR 100 - 364 Days,TBILL,12/10/2023,10/10/2024,1,0,0,0,0,0,94.0101,94.0101,7.2,Y,,Government,100,     ,10/10/2024,Maturity Date                 ,C,0
2315998,21/11/2023,INNSE,NSERFQ,DBRIL337.79%,INE002A07791,Reliance Industries Ltd.,7.79% DB REDEEM 10/11/2033 INR 100000,DB,10/11/2023,10/11/2033,1,0,100,0,0,0,50.4,50.4,7.7411,Y,,Corporate,50000,     ,10/11/2033,Maturity Date                 ,C,0
2315999,21/11/2023,INNSE,NSERFQ,,INE018A14JY8,Larsen & Toubro Ltd.,ZC CP REDEEM 30/11/2023 INR 500000,CP,04/09/2023,30/11/2023,1,0,25,0,0,0,99.8247,99.8247,7.12,Y,,Corporate,500000,     ,30/11/2023,Maturity Date                 ,C,0
2316000,21/11/2023,INNSE,NSERFQ,,INE01E708024,Andhra Pradesh Capital Region Development Authority.,10.32% BD REDEEM 16/08/2025 INR 200000,BD,16/08/2018,16/08/2025,1,0,0.04,0,0,0,100.2001,100.2001,10.53,Y,,Government Agency,200000,     ,16/08/2025,Maturity Date                 ,C,0
2316001,21/11/2023,INNSE,NSERFQ,,INE01HV07411,Vivriti Capital Ltd.,9.57% DB REDEEM 06/03/2025 INR 1000,DB,06/09/2023,06/03/2025,2,0,0.01,0,0,0,100.288,100.288,10.8997,Y,,Corporate,1000,     ,06/03/2025,Maturity Date                 ,C,0
2316002,21/11/2023,INNSE,NSERFQ,,INE01HV07437,Vivriti Capital Ltd.,10.03% DB REDEEM 06/09/2025 INR 1000,DB,06/09/2023,06/09/2025,2,0,0.25,0,0,0,99.85,99.8503,10.9921,Y,,Corporate,1000,     ,06/09/2025,Maturity Date                 ,C,0
2316003,21/11/2023,INNSE,NSERFQ,,INE01HV07445,Vivriti Capital Ltd.,10.50% DB REDEEM 06/09/2025 INR 1000,DB,06/09/2023,06/09/2025,1,0,0.6,0,0,0,99.4231,99.4231,10.8,Y,,Corporate,1000,     ,06/09/2025,Maturity Date                 ,C,0
2316004,21/11/2023,INNSE,NSERFQ,,INE01YL07177,Earlysalary Services Pvt. Ltd.,11.75% DB REDEEM 18/03/2025 INR 100000,DB,18/09/2023,18/03/2025,3,0,0.03,0,0,0,100,99.9999,12.2571,Y,,Corporate,100000,     ,18/03/2025,Maturity Date                 ,C,0
2316005,21/11/2023,INNSE,NSERFQ,PTRECL258.27%,INE020B08906,REC Ltd.,8.27% BD REDEEM 06/02/2025 INR 1000000,BD,06/02/2015,06/02/2025,1,0,5,0,0,0,100.5038,100.5038,7.79,Y,,Government Controlled Company,1000000,     ,06/02/2025,Maturity Date                 ,C,0
2316006,21/11/2023,INNSE,NSERFQ,PTRECL288.56%,INE020B08BG8,REC Ltd.,8.56% BD REDEEM 29/11/2028 INR 1000000,BD,29/11/2018,29/11/2028,1,0,0.3,0,0,0,104.05,104.05,7.6162,Y,,Government Controlled Company,1000000,     ,29/11/2028,Maturity Date                 ,C,0
2316007,21/11/2023,INNSE,NSERFQ,PTRECL307.96%,INE020B08CX1,REC Ltd.,7.96% BD REDEEM 15/06/2030 INR 1000000,BD,08/06/2020,15/06/2030,2,0,2.4,0,0,0,100.9487,100.9235,7.755,Y,,Government Controlled Company,1000000,     ,15/06/2030,Maturity Date                 ,C,0
2316008,21/11/2023,INNSE,NSERFQ,Y4L&TFINANCE,INE027E07AX6,L&T Finance Ltd.,8.45% DB REDEEM 23/12/2024 INR 1000,DB,23/12/2019,23/12/2024,1,0,0.01,0,0,0,98.42,98.42,10,Y,,Corporate,1000,     ,23/12/2024,Maturity Date                 ,C,0
2316009,21/11/2023,INNSE,NSERFQ,Y5L&TFINANCE,INE027E07AY4,L&T Finance Ltd.,8.60% DB REDEEM 23/12/2024 INR 1000,DB,23/12/2019,23/12/2024,1,0,0,0,0,0,98.567,98.567,10,Y,,Corporate,1000,     ,23/12/2024,Maturity Date                 ,C,0
2316010,21/11/2023,INNSE,NSERFQ,DBLTF288.15%,INE027E07CL7,L&T Finance Ltd.,8.15% DB REDEEM 01/03/2028 INR 100000,DB,01/03/2023,01/03/2028,1,0,5,0,0,0,100.2291,100.2291,8.06,Y,,Corporate,100000,     ,01/03/2028,Maturity Date                 ,C,0
2316011,21/11/2023,INNSE,NSERFQ,N6TATACAPHSG,INE033L07GQ0,Tata Capital Housing Finance Ltd.,8.30% DB REDEEM 14/01/2025 INR 1000,DB,14/01/2020,14/01/2025,1,0,0,0,0,0,98.168,98.168,10,Y,,Corporate,1000,     ,14/01/2025,Maturity Date                 ,C,0
2316012,21/11/2023,INNSE,NSERFQ,CPHDBK060224,INE040A14201,HDFC Bank Ltd.,ZC CP REDEEM 06/02/2024 INR 500000,CP,07/02/2023,06/02/2024,2,0,100,0,0,0,98.3812,98.3838,7.7875,Y,,Corporate,500000,     ,06/02/2024,Maturity Date                 ,C,0
2316013,21/11/2023,INNSE,NSERFQ,,INE041007050,Embassy Office Parks REIT,6.40% DB REDEEM 15/02/2024 INR 1000000,DB,15/01/2021,15/02/2024,1,0,80,0,0,0,99.7728,99.7728,7.6,Y,,Corporate,1000000,     ,15/02/2024,Maturity Date                 ,C,0
2316014,21/11/2023,INNSE,NSERFQ,,INE041007076,Embassy Office Parks REIT,6.25% DB REDEEM 18/10/2024 INR 1000000,DB,18/10/2021,18/10/2024,1,0,25,0,0,0,98.5435,98.5435,8.15,Y,,Corporate,1000000,     ,18/10/2024,Maturity Date                 ,C,0
2316015,21/11/2023,INNSE,NSERFQ,ATSBI387.81%,INE062A08405,State Bank of India,7.81% BD REDEEM 02/11/2038 INR 10000000,BD,02/11/2023,02/11/2038,5,0,105,0,0,0,100.5,100.5,7.7271,N,,Corporate,10000000,     ,02/11/2038,Maturity Date                 ,C,0
2316016,21/11/2023,INNSE,NSERFQ,,INE09OL14DV1,Birla Group Holdings Pvt. Ltd.,ZC CP REDEEM 24/11/2023 INR 500000,CP,28/08/2023,24/11/2023,1,0,25,0,0,0,99.9579,99.9579,7.68,Y,,Corporate,500000,     ,24/11/2023,Maturity Date                 ,C,0
2316017,21/11/2023,INNSE,NSERFQ,IDNABF337.43%,INE0KUG08019,National Bank For Financing Infrastructure & Development (NaBFID),7.43% BD REDEEM 16/06/2033 INR 100000,BD,16/06/2023,16/06/2033,1,0,5,0,0,0,98.4391,98.4391,7.65,Y,,Government Controlled Company,100000,     ,16/06/2033,Maturity Date                 ,C,0
2316018,21/11/2023,INNSE,NSERFQ,,INE0M2307073,Andhra Pradesh State Beverages Corp. Ltd.,9.62% BD REDEEM 31/05/2029 INR 1000000,BD,14/06/2022,31/05/2029,1,0,1.5,0,0,0,102.5441,102.5441,9.3211,Y,,Corporate,1000000,     ,31/05/2029,Maturity Date                 ,C,0
2316019,21/11/2023,INNSE,NSERFQ,,INE0M2307081,Andhra Pradesh State Beverages Corp. Ltd.,9.62% DB REDEEM 31/05/2030 INR 1000000,DB,14/06/2022,31/05/2030,1,0,2.2,0,0,0,102.9138,102.9138,9.3333,Y,,Corporate,1000000,     ,31/05/2030,Maturity Date                 ,C,0
2316020,21/11/2023,INNSE,NSERFQ,,INE0M2307131,Andhra Pradesh State Beverages Corp. Ltd.,9.62% BD REDEEM 28/11/2025 INR 1000000,BD,21/12/2022,28/11/2025,1,0,0.2,0,0,0,101.2112,101.2112,9.1,Y,,Corporate,1000000,     ,28/11/2025,Maturity Date                 ,C,0
2316021,21/11/2023,INNSE,NSERFQ,SDNVA2610.60%,INE0PBP15014,Nva Asset 1 Trust,10.60% CTF REDEEM 30/01/2026 INR 100000,CTF,29/03/2023,30/01/2026,2,0,0.02,0,0,0,99.163,99.163,12,Y,,Corporate,76517.06942,     ,30/01/2026,Maturity Date                 ,C,0
2316022,21/11/2023,INNSE,NSERFQ,,INE0QKA15015,Vista SME 06 2023,13% CTF REDEEM 17/03/2025 INR 100000,CTF,,17/03/2025,9,0,0.18,0,0,0,76.058,76.058,13,Y,,Corporate,75792.82,     ,17/03/2025,Maturity Date                 ,C,0
2316023,21/11/2023,INNSE,NSERFQ,,INE0QVD15016,Pirg Sdi 6 Trust,10.51% CTF REDEEM 16/06/2025 INR 125000,CTF,16/08/2023,16/06/2025,1,0,0.11,0,0,0,95.903,95.903,12,Y,,Corporate,121250,     ,16/06/2025,Maturity Date                 ,C,0
2316024,21/11/2023,INNSE,NSERFQ,,INE0R5R15012,Shivam II,12% CTF REDEEM 15/11/2024 INR 119500,CTF,15/09/2023,15/11/2024,3,0,0.04,0,0,0,92.89,92.89,12.7,Y,,Corporate,100044.29,     ,15/11/2024,Maturity Date                 ,C,0
2316025,21/11/2023,INNSE,NSERFQ,,INE0R7Z15011,Prosperity Asset 9 Trust,14.10% CTF REDEEM 25/09/2027 INR 109000,CTF,,25/09/2027,17,0,0.27,0,0,0,96.855,96.855,15,Y,,Corporate,107295.52,     ,25/09/2027,Maturity Date                 ,C,0
2316026,21/11/2023,INNSE,NSERFQ,,INE0RI615017,Aritra Growth - Alice Blue,14% CTF REDEEM 13/05/2025 INR 100000,CTF,13/10/2023,13/05/2025,1,0,0.01,0,0,0,84.973,84.973,13.5,Y,,Corporate,100000,     ,13/05/2025,Maturity Date                 ,C,0
2316027,21/11/2023,INNSE,NSERFQ,,INE103D08021,Bharat Sanchar Nigam Ltd.,6.79% BD REDEEM 23/09/2030 INR 1000000,BD,23/09/2020,23/09/2030,1,0,11.6,0,0,0,95.69,95.69,7.745,Y,,Government Controlled Company,1000000,     ,23/09/2030,Maturity Date                 ,C,0
2316028,21/11/2023,INNSE,NSERFQ,,INE128S07366,Five-Star Business Finance Ltd,11.40% DB REDEEM 11/04/2024 INR 10,DB,11/04/2019,11/04/2024,2,0,0,0,0,0,104,104,8.4,Y,,Corporate,10,     ,11/04/2024,Maturity Date                 ,C,0
2316029,21/11/2023,INNSE,NSERFQ,PTPFC288.94%,INE134E08FQ1,Power Finance Corp. Ltd.,8.94% BD REDEEM 25/03/2028 INR 1000000,BD,25/03/2013,25/03/2028,1,0,0.3,0,0,0,104.2966,104.2966,7.6127,Y,,Government Controlled Company,1000000,     ,25/03/2028,Maturity Date                 ,C,0
2316030,21/11/2023,INNSE,NSERFQ,PTPFC326.92%,INE134E08LN6,Power Finance Corp. Ltd.,6.92% BD REDEEM 14/04/2032 INR 1000000,BD,21/12/2021,14/04/2032,2,0,45,0,0,0,95.57,95.57,7.65,N,,Government Controlled Company,1000000,     ,14/04/2032,Maturity Date                 ,C,0
2316031,21/11/2023,INNSE,NSERFQ,PTPFC257.13%,INE134E08LO4,Power Finance Corp. Ltd.,7.13% BD REDEEM 08/08/2025 INR 1000000,BD,10/08/2022,08/08/2025,1,0,25,0,0,0,98.9276,98.9276,7.78,Y,,Government Controlled Company,1000000,     ,08/08/2025,Maturity Date                 ,C,0
2316032,21/11/2023,INNSE,NSERFQ,PTKRCL249.15%,INE139F07048,Konkan Railway Corp. Ltd.,9.15% BD REDEEM 21/07/2024 INR 1000000,BD,21/07/2014,21/07/2024,1,0,10,0,0,0,101.02,101.02,7.6,Y,,Government Controlled Company,1000000,     ,21/07/2024,Maturity Date                 ,C,0
2316033,21/11/2023,INNSE,NSERFQ,,INE146O08191,Hinduja Leyland Finance Ltd.,9.75% DB REDEEM 25/09/2026 INR 1000000,DB,26/03/2021,25/09/2026,2,0,0.2,0,0,0,101.0675,101.0675,9.3,Y,,Corporate,1000000,     ,25/09/2026,Maturity Date                 ,C,0
2316034,21/11/2023,INNSE,NSERFQ,DBIBHF278.35%,INE148I08298,Indiabulls Housing Finance Ltd.,8.35% DB REDEEM 08/09/2027 INR 100000,DB,08/09/2017,08/09/2027,2,0,0.03,0,0,0,86.8796,86.4495,13.8063,Y,,Corporate,100000,     ,08/09/2027,Maturity Date                 ,C,0
2316035,21/11/2023,INNSE,NSERFQ,DBCCSP2510.15%,INE157D07DZ2,Clix Capital Services Pvt. Ltd.,10.15% DB REDEEM 24/05/2025 INR 100000,DB,24/05/2023,24/05/2025,1,0,0.01,0,0,0,99.148,99.148,11.2,Y,,Corporate,100000,     ,24/05/2025,Maturity Date                 ,C,0
2316036,21/11/2023,INNSE,NSERFQ,,INE225R08048,Hdfc Ergo General Insurance Co. Ltd,8.15% DB REDEEM 26/09/2033 INR 100000,DB,26/09/2023,26/09/2033,3,0,12,0,0,0,99.5369,99.5369,8.25,Y,,Corporate,100000,     ,26/09/2033,Maturity Date                 ,C,0
2316037,21/11/2023,INNSE,NSERFQ,,INE261F07016,National Bank For Agriculture and Rural Development (NABARD),7.07% BD REDEEM 25/02/2026 INR 1000000,BD,25/02/2016,25/02/2026,2,0,20,0,0,0,103.5659,103.5773,5.3256,Y,,Government Controlled Company,1000000,     ,25/02/2026,Maturity Date                 ,C,0
2316038,21/11/2023,INNSE,NSERFQ,IDNBRD245.44%,INE261F08CU8,National Bank For Agriculture and Rural Development (NABARD),5.44% BD REDEEM 05/02/2024 INR 1000000,BD,05/02/2021,05/02/2024,1,0,25,0,0,0,99.5386,99.5386,7.4,Y,,Government Controlled Company,1000000,     ,05/02/2024,Maturity Date                 ,C,0
2316039,21/11/2023,INNSE,NSERFQ,,INE261F08DK7,National Bank For Agriculture and Rural Development (NABARD),5.70% BD REDEEM 31/07/2025 INR 1000000,BD,11/11/2021,31/07/2025,1,0,25,0,0,0,96.6888,96.6888,7.83,Y,,Government Controlled Company,1000000,     ,31/07/2025,Maturity Date                 ,C,0
2316040,21/11/2023,INNSE,NSERFQ,,INE261F08DP6,National Bank For Agriculture and Rural Development (NABARD),7.35% BD REDEEM 08/07/2025 INR 1000000,BD,29/06/2022,08/07/2025,1,0,25,0,0,0,99.2077,99.2077,7.83,Y,,Government Controlled Company,1000000,     ,08/07/2025,Maturity Date                 ,C,0
2316041,21/11/2023,INNSE,NSERFQ,IDNBRD257.25%,INE261F08DQ4,National Bank For Agriculture and Rural Development (NABARD),7.25% BD REDEEM 01/08/2025 INR 1000000,BD,25/07/2022,01/08/2025,1,0,25,0,0,0,99.0345,99.0345,7.83,Y,,Government Controlled Company,1000000,     ,01/08/2025,Maturity Date                 ,C,0
2316042,21/11/2023,INNSE,NSERFQ,,INE261F08DW2,National Bank For Agriculture and Rural Development (NABARD),7.57% BD REDEEM 19/03/2026 INR 100000,BD,23/01/2023,19/03/2026,1,0,25,0,0,0,99.3561,99.3561,7.85,Y,,Government Controlled Company,100000,     ,19/03/2026,Maturity Date                 ,C,0
2316043,21/11/2023,INNSE,NSERFQ,CPNABARD281123,INE261F14KC7,National Bank For Agriculture and Rural Development (NABARD),ZC CP REDEEM 28/11/2023 INR 500000,CP,30/08/2023,28/11/2023,1,0,50,0,0,0,99.864,99.864,7.1,Y,,Government Controlled Company,500000,     ,28/11/2023,Maturity Date                 ,C,0
2316044,21/11/2023,INNSE,NSERFQ,CPNABARD080224,INE261F14KK0,National Bank For Agriculture and Rural Development (NABARD),ZC CP REDEEM 08/02/2024 INR 500000,CP,10/11/2023,08/02/2024,1,0,50,0,0,0,98.4577,98.4577,7.33,Y,,Government Controlled Company,500000,     ,08/02/2024,Maturity Date                 ,C,0
2316045,21/11/2023,INNSE,NSERFQ,,INE296A07RS9,Bajaj Finance Ltd,7.02% DB REDEEM 18/04/2031 INR 1000000,DB,19/04/2021,18/04/2031,1,0,0.1,0,0,0,94.4847,94.4847,8.02,Y,,Corporate,1000000,     ,18/04/2031,Maturity Date                 ,C,0
2316046,21/11/2023,INNSE,NSERFQ,,INE296A07SK4,Bajaj Finance Ltd,7.8925% DB REDEEM 10/06/2025 INR 1000000,DB,21/04/2023,10/06/2025,1,0,25,0,0,0,99.6348,99.6348,8.09,Y,,Corporate,1000000,     ,10/06/2025,Maturity Date                 ,C,0
2316047,21/11/2023,INNSE,NSERFQ,,INE296A14WG0,Bajaj Finance Ltd,ZC CP REDEEM 08/02/2024 INR 500000,CP,09/11/2023,08/02/2024,2,0,200,0,0,0,98.3503,98.3503,7.75,Y,,Corporate,500000,     ,08/02/2024,Maturity Date                 ,C,0
2316048,21/11/2023,INNSE,NSERFQ,DBTCFS268.30%,INE306N07NL3,Tata Capital Financial Services Ltd.,8.30% DB REDEEM 13/03/2026 INR 100000,DB,14/03/2023,13/03/2026,4,0,0.04,0,0,0,96.5381,96.5381,10,Y,,Corporate,100000,     ,13/03/2026,Maturity Date                 ,C,0
2316049,21/11/2023,INNSE,NSERFQ,CTTCFS338.15%,INE306N08516,Tata Capital Financial Services Ltd.,8.15% DB REDEEM 27/07/2033 INR 10000000,DB,27/07/2023,27/07/2033,3,0,51,0,0,0,99.1729,99.1014,8.2615,N,,Corporate,10000000,     ,27/07/2033,Maturity Date                 ,C,0
2316050,21/11/2023,INNSE,NSERFQ,N4INCREDFIN,INE321N07301,Incred Financial Services Ltd.,9.45% DB REDEEM 02/05/2025 INR 1000,DB,02/02/2023,02/05/2025,2,0,0,0,0,0,99.705,99.705,10,Y,,Corporate,1000,     ,02/05/2025,Maturity Date                 ,C,0
2316051,21/11/2023,INNSE,NSERFQ,,INE321N07368,Incred Financial Services Ltd.,10.30% DB REDEEM 10/11/2026 INR 1000,DB,10/11/2023,10/11/2026,1,0,2.45,0,0,0,99.6251,99.6251,10.5089,Y,,Corporate,1000,     ,10/11/2026,Maturity Date                 ,C,0
2316052,21/11/2023,INNSE,NSERFQ,N5NAVIFIN,INE342T07379,Navi Finserv Ltd.,10.25% DB REDEEM 18/10/2025 INR 1000,DB,18/07/2023,18/10/2025,5,0,0.01,0,0,0,99.741,99.741,10.3781,Y,,Corporate,1000,     ,18/10/2025,Maturity Date                 ,C,0
2316053,21/11/2023,INNSE,NSERFQ,N0NAVIFIN,INE342T07411,Navi Finserv Ltd.,9.75% DB REDEEM 18/01/2025 INR 1000,DB,18/07/2023,18/01/2025,8,0,0,0,0,0,99.6,99.6,10.5,Y,,Corporate,1000,     ,18/01/2025,Maturity Date                 ,C,0
2316054,21/11/2023,INNSE,NSERFQ,,INE348L08090,MAS Financial Services Ltd.,10.75% DB REDEEM 27/10/2028 INR 100000,DB,27/03/2023,27/10/2028,1,0,0.01,0,0,0,100,100,11.2876,Y,,Corporate,100000,     ,27/10/2028,Maturity Date                 ,C,0
2316055,21/11/2023,INNSE,NSERFQ,CPUCL011223,INE481G14EB4,UltraTech Cement Ltd.,ZC CP REDEEM 01/12/2023 INR 500000,CP,01/09/2023,01/12/2023,1,0,50,0,0,0,99.805,99.805,7.13,Y,,Corporate,500000,     ,01/12/2023,Maturity Date                 ,C,0
2316056,21/11/2023,INNSE,NSERFQ,,INE501X07463,Aye Finance Pvt. Ltd.,10.60% DB REDEEM 08/12/2024 INR 100000,DB,08/08/2023,08/12/2024,1,0,6.5,0,0,0,100.0661,100.0661,10.8,Y,,Corporate,100000,     ,08/12/2024,Maturity Date                 ,C,0
2316057,21/11/2023,INNSE,NSERFQ,,INE540P07418,U.P. Power Corp. Ltd.,9.70% BD REDEEM 29/03/2030 INR 1000000,BD,30/03/2022,29/03/2030,1,0,0.2,0,0,0,104.2993,104.2993,9.05,Y,,Government Controlled Company,1000000,     ,29/03/2030,Maturity Date                 ,C,0
2316058,21/11/2023,INNSE,NSERFQ,,INE540P07509,U.P. Power Corp. Ltd.,9.95% DB REDEEM 31/03/2031 INR 1000000,DB,07/10/2022,31/03/2031,1,0,0.1,0,0,0,106.0757,106.0757,9.06,Y,,Government Controlled Company,1000000,     ,31/03/2031,Maturity Date                 ,C,0
2316059,21/11/2023,INNSE,NSERFQ,,INE549K07CR4,Muthoot Fincorp Ltd.,8.65% DB REDEEM 01/11/2025 INR 1000,DB,01/11/2023,01/11/2025,1,0,2,0,0,0,99.5532,99.5532,9.26,Y,,Corporate,1000,     ,01/11/2025,Maturity Date                 ,C,0
2316060,21/11/2023,INNSE,NSERFQ,,INE549K08269,Muthoot Fincorp Ltd.,SU DB PERPETUAL INR 1000000,DB,28/06/2021,,1,0,5,0,0,0,105.6728,105.6728,11.45,Y,,Corporate,1000000,     ,23/11/2024,Perpetual                     ,C,0
2316061,21/11/2023,INNSE,NSERFQ,IDSIDB257.47%,INE556F08KE8,Small Industries Dev Bank of India,7.47% DB REDEEM 25/11/2025 INR 1000000,DB,15/11/2022,25/11/2025,1,0,25,0,0,0,99.2993,99.2993,7.85,Y,,Corporate,1000000,     ,25/11/2025,Maturity Date                 ,C,0
2316062,21/11/2023,INNSE,NSERFQ,CPSIDBI221123,INE556F14JN9,Small Industries Dev Bank of India,ZC CP REDEEM 22/11/2023 INR 500000,CP,23/08/2023,22/11/2023,5,0,1035,0,0,0,99.9813,99.9813,6.8281,N,,Corporate,500000,     ,22/11/2023,Maturity Date                 ,C,0
2316063,21/11/2023,INNSE,NSERFQ,DBPNB288.52%,INE572E07126,PNB Housing Finance Ltd.,8.52% DB REDEEM 06/09/2028 INR 100000 - Ser LIX,DB,06/09/2023,06/09/2028,1,0,0.1,0,0,0,100.25,100.25,8.43,Y,,Corporate,100000,     ,06/09/2028,Maturity Date                 ,C,0
2316064,21/11/2023,INNSE,NSERFQ,,INE572J07638,Spandana Sphoorty Financial Ltd.,10.75% DB REDEEM 22/09/2025 INR 100000,DB,06/10/2023,22/09/2025,1,0,0.01,0,0,0,100,100,11.2864,Y,,Corporate,100000,     ,22/09/2025,Maturity Date                 ,C,0
2316065,21/11/2023,INNSE,NSERFQ,,INE583D07372,Ugro Capital Ltd.,8.56% DB REDEEM 18/03/2025 INR 100000,DB,18/09/2023,18/03/2025,1,0,0.02,0,0,0,97.607,97.607,10.8,Y,,Corporate,100000,     ,18/03/2025,Maturity Date                 ,C,0
2316066,21/11/2023,INNSE,NSERFQ,DBSUNF338.24%,INE660A08CH9,Sundaram Finance Ltd.,8.24% DB REDEEM 15/11/2033 INR 100000,DB,15/11/2023,15/11/2033,1,0,5,0,0,0,100.2,100.2,8.204,Y,,Corporate,100000,     ,15/11/2033,Maturity Date                 ,C,0
2316067,21/11/2023,INNSE,NSERFQ,CPSHFL241123,INE667F14GF6,Sundaram Home Finance Ltd,ZC CP REDEEM 24/11/2023 INR 500000,CP,06/06/2023,24/11/2023,1,0,200,0,0,0,99.9409,99.9409,7.2,Y,,Corporate,500000,     ,24/11/2023,Maturity Date                 ,C,0
2316068,21/11/2023,INNSE,NSERFQ,,INE691I07EO1,L&T Finance Ltd.,8.10% DB REDEEM 28/06/2030 INR 1000000,DB,30/06/2020,28/06/2030,1,0,0.3,0,0,0,99.797,99.797,8.12,Y,,Corporate,1000000,     ,28/06/2030,Maturity Date                 ,C,0
2316069,21/11/2023,INNSE,NSERFQ,,INE700G14FZ3,HDFC Securities Ltd.,ZC CP REDEEM 22/11/2023 INR 500000,CP,23/08/2023,22/11/2023,1,0,55,0,0,0,99.9812,99.9812,6.85,Y,,Corporate,500000,     ,22/11/2023,Maturity Date                 ,C,0
2316070,21/11/2023,INNSE,NSERFQ,,INE721A07RQ0,Shriram Finance Ltd.,8.75% DB REDEEM 05/10/2026 INR 100000,DB,03/10/2023,05/10/2026,1,0,10,0,0,0,99.58,99.58,8.9657,Y,,Corporate,100000,     ,05/10/2026,Maturity Date                 ,C,0
2316071,21/11/2023,INNSE,NSERFQ,,INE756I07EV7,HDB Financial Services Ltd.,8.05% DB REDEEM 08/08/2029 INR 1000000,DB,08/08/2019,08/08/2029,2,0,16,0,0,0,99.7494,99.7508,8.0847,Y,,Corporate,1000000,     ,08/08/2029,Maturity Date                 ,C,0
2316072,21/11/2023,INNSE,NSERFQ,CPMMFSL60324,INE774D14RQ9,Mahindra & Mahindra Financial Services Ltd.,ZC CP REDEEM 06/03/2024 INR 500000,CP,10/03/2023,06/03/2024,1,0,50,0,0,0,97.7211,97.7211,8.03,Y,,Corporate,500000,     ,06/03/2024,Maturity Date                 ,C,0
2316073,21/11/2023,INNSE,NSERFQ,N3IIFCL,INE787H07347,India Infrastructure Finance Co. Ltd.,8.66% BD REDEEM 22/01/2034 INR 1000 - Tier II,BD,22/01/2014,22/01/2034,1,0,0.2,0,0,0,127.1915,127.1915,5.15,Y,,Government Controlled Company,1000,     ,22/01/2034,Maturity Date                 ,C,0
